episode,score
0,0.512376924453992
1,0.4328720776809748
2,0.45378520706528225
3,0.3734340958605662
4,0.4492409297052156
5,0.4614354897660819
6,0.4269598765432099
7,0.427156432748538
8,0.39142625081221566
9,0.439937061244251
10,0.5553061783924096
11,0.44432910981156576
12,0.49749415204678377
13,0.43768786549707606
14,0.38392251461988297
15,0.47388168230255073
16,0.4454605263157896
17,0.4585102339181286
18,0.3742343126334353
19,0.4435720769789397
20,0.3758278867102396
21,0.4121133040935672
22,0.443196723133698
23,0.5231712962962963
24,0.5371975511695908
25,0.540550108932462
26,0.34651506899055934
27,0.49226657085836273
28,0.44514994496824084
29,0.31801372400812167
30,0.4951535087719298
31,0.39856562703053927
32,0.43612654320987654
33,0.5127192982456142
34,0.45326425438596496
35,0.44655501089324606
36,0.39129175744371836
37,0.47248684210526304
38,0.4717916666666667
39,0.4886069078947366
40,0.47861021601623116
41,0.5533732072211226
42,0.5134808114035087
43,0.5359762833008446
44,0.2666556013431011
45,0.3788071895424834
46,0.378949917930135
47,0.5062822980069219
48,0.5427616329182745
49,0.4093314470037525
50,0.42661306042885
51,0.41901436500526135
52,0.6287918456856426
53,0.5276542546843299
54,0.5088870965052689
55,0.45497725795971405
56,0.4304475308641973
57,0.5244323606635635
58,0.33363299846687644
59,0.4206733102597762
60,0.5101588598402326
61,0.39381903833658216
62,0.4761105143811909
63,0.49172193980472856
64,0.5633676283169333
65,0.44096005068694144
66,0.4237868204461773
67,0.6077530134860963
68,0.5079354334326323
69,0.5035981156595191
70,0.467089947089947
71,0.4894728493249153
72,0.41637618010167005
73,0.393111411231159
74,0.46758617798971414
75,0.6090990428010061
76,0.5663691520467835
77,0.6102932874130754
78,0.5387364181783825
79,0.46579516991981973
80,0.5490089254656111
81,0.4485655929038281
82,0.6021387721755369
83,0.5194026293056906
84,0.6070320097473824
85,0.43353699642625076
86,0.643805230669266
87,0.4750881834215166
88,0.5118521225904266
89,0.582320687534273
90,0.4632591509638293
91,0.4980095299978341
92,0.6436179193899784
93,0.5784089469120982
94,0.6274037524366473
95,0.5565654875557258
96,0.6040287193083537
97,0.5246755184712774
98,0.4930958494508917
99,0.575121715352808
100,0.3603367862296433
101,0.5834647541535426
102,0.7524304093567251
103,0.473363283856481
104,0.5710800199709513
105,0.5491331182925773
106,0.626748107355817
107,0.5773503736361959
108,0.41056981056311415
109,0.4942407407407406
110,0.5199864969135802
111,0.5966311833375324
112,0.47765519707128706
113,0.648062516673336
114,0.5550620410675811
115,0.5215687620727303
116,0.7000022335932424
117,0.7366692808615886
118,0.8118714569160997
119,0.5755467360683628
120,0.42564444527811124
121,0.5583865729487387
122,0.6249030453262571
123,0.48081495098039195
124,0.4362363000755857
125,0.6306847648479682
126,0.5975736961451248
127,0.5538000840793
128,0.5474893162393161
129,0.613496031746032
130,0.48659020482884113
131,0.6139807162534436
132,0.7414823483413682
133,0.575598976780795
134,0.5453738649117438
135,0.8525252525252528
136,0.9544854184277262
137,0.8061087825250886
138,0.8112488888888889
139,0.8630833333333334
140,0.8410537533924696
141,0.7418680555555554
142,0.866406571395776
143,0.9911858974358976
144,0.6710759984265813
145,0.2840962773998489
146,0.698142214838548
147,0.7653388278388279
148,0.7673182441700961
